apply_id,merchant_id,apply_date,lend_amount,lend_period,view_days,view_no,30days_overdue_times,60days_overdue_times
50082380,e9b539fb-b5e2-412e-8587-e10291bacdf8,2018-05-09 00:00:00,3000.0,3,3,11,0,0
50607010,cb9319e5-bd05-4e08-ab55-c10ca97f301d,2018-05-15 00:00:00,5000.0,3,2,8,2,2
49715172,c4919f01-5d8c-4090-86d6-cd1b341cc1ed,2018-05-04 00:00:00,5000.0,12,2,9,0,0
49594269,13b825ce-7c64-44d6-9368-1f2381edc24a,2018-05-03 00:00:00,3000.0,12,10,71,5,4
51298245,f6260d7a-bef0-4688-8c57-e6a06925bdcd,2018-05-24 00:00:00,8000.0,9,15,106,4,3
50605975,e2431d18-375b-11e6-9007-ecf4bbdeffbc,2018-05-14 00:00:00,50000.0,12,15,44,0,0
50969933,da77bbfa-a210-4097-8577-6e647d7a8786,2018-05-19 00:00:00,8000.0,12,2,7,5,4
50348943,533f3ded-3680-4f1b-baa1-83febee25915,2018-05-11 00:00:00,5000.0,6,4,12,0,0
52711192,dbd3dd78-ccea-11e6-9007-ecf4bbdeffbc,2018-06-08 00:00:00,5000.0,12,7,19,4,4
50007227,9564c717-e948-4415-99c3-4051ed879a62,2018-05-08 00:00:00,3000.0,12,7,28,0,0
49511098,ea2b2fb5-f62d-4701-a5a8-43be803968ce,2018-05-01 00:00:00,45000.0,4,12,49,0,0
52155733,8318e149-8496-44e5-b517-905e32dc6eae,2018-06-04 00:00:00,1000.0,12,6,200,4,4
49595286,4c4ab1c2-3684-47d4-ba9f-d65647d4ea58,2018-05-03 00:00:00,20000.0,1,5,23,0,0
50083196,57bafaa8-ccdd-4517-8671-44ae01a8f23c,2018-05-08 00:00:00,10000.0,3,1,10,0,0
50686073,ed99ee71-8636-432d-b355-5e5a946f7d7b,2018-05-16 00:00:00,50000.0,6,4,28,0,0
52480169,ab122c45-9441-11e6-9007-ecf4bbdeffbc,2018-06-06 00:00:00,50000.0,6,4,22,0,0
49364726,472d824f-efbf-43b7-8599-f86017f89f80,2018-05-01 00:00:00,5000.0,3,6,42,2,1
52480744,28009721-ac04-40ec-a353-92e3f2203e8e,2018-06-07 00:00:00,5000.0,12,16,29,1,0
51493912,754ed40d-3b14-4777-bc57-22ff5cedafc2,2018-05-25 00:00:00,20000.0,6,3,17,1,0
52155582,0956a719-88e7-443e-bdea-5dd6f09c1ab0,2018-06-03 00:00:00,3000.0,6,1,10,6,5
51177930,44ec2ab0-42c0-439a-84b6-1c84828d0b19,2018-05-22 00:00:00,10000.0,4,4,17,0,0
52480684,be912637-0909-4b59-88b7-966886591ae0,2018-06-07 00:00:00,30000.0,6,11,103,0,0
50965300,87df6973-20e9-46c9-a6b7-e7e587d9b2e6,2018-05-20 00:00:00,3000.0,3,11,66,1,0
51493134,cb18309d-b300-11e5-9987-6c92bf21cf9b,2018-05-26 00:00:00,15000.0,12,6,70,3,2
49594530,05a46b18-410a-413a-929f-eaaec4b0c1de,2018-05-03 00:00:00,10000.0,10,12,158,0,0
51774914,e5636f10-b657-4d66-a3d0-cc0a35011ed2,2018-05-29 00:00:00,50000.0,6,7,18,0,0
51178108,46f48e4d-20da-11e6-9007-ecf4bbdeffbc,2018-05-22 00:00:00,32000.0,12,3,14,0,0
50965095,458fd5d2-de12-4643-a523-3a15b5399490,2018-05-20 00:00:00,30000.0,12,2,8,0,0
52850634,60127802-7ff0-4a6f-97c6-d21e6fd07a89,2018-06-10 00:00:00,20000.0,3,1,10,2,1
51775174,de28d0ad-ff0d-11e6-9007-ecf4bbdeffbc,2018-05-30 00:00:00,10000.0,12,8,17,2,0
51245916,927aced5-9987-47d8-9f2e-18ead7ca7463,2018-05-23 00:00:00,50000.0,4,11,33,0,0
50083329,f8146935-f036-11e6-9007-ecf4bbdeffbc,2018-05-09 00:00:00,150000.0,3,20,116,0,0
51105904,28858e4c-e073-4c10-b356-3dd3a306501b,2018-05-21 00:00:00,10000.0,6,2,18,4,2
50083044,da7b21e2-cbfb-11e6-9007-ecf4bbdeffbc,2018-05-08 00:00:00,3000.0,12,10,67,2,0
50229140,286d38af-b262-4723-85ef-50e57468d8c4,2018-05-10 00:00:00,20000.0,6,8,14,0,0
49595509,3d65f63e-2eff-11e7-8008-7cd30ab49c9c,2018-05-03 00:00:00,1000.0,12,6,18,0,0
52480245,32ae973f-5138-4ef5-8a14-e4387141b636,2018-06-06 00:00:00,50000.0,8,7,24,0,0
50082479,21429f2d-8d73-4211-bb9c-aed881e97982,2018-05-09 00:00:00,3000.0,3,3,12,0,0
50782314,cd8394c4-f49a-4cb6-a156-f3b7cefc10b9,2018-05-17 00:00:00,5000.0,6,1,10,0,0
53385722,c780c29b-b0a3-44d4-8bc3-f9461f6f6d3c,2018-06-15 00:00:00,3000.0,3,12,68,1,0
53384155,f55fd7a9-e633-4362-a88d-859cfbe13b15,2018-06-14 00:00:00,25000.0,8,2,36,0,0
51298454,fd3f475a-e669-453f-8a17-d2a32326b665,2018-05-25 00:00:00,10000.0,6,2,20,4,3
49875171,74740538-3017-11e7-8008-7cd30ab49c9c,2018-05-06 00:00:00,10000.0,1,15,58,0,0
51776027,e66e46cc-144a-4328-bc62-efd2ba41834a,2018-05-29 00:00:00,3000.0,3,3,18,1,0
51258927,5e9f0da9-3087-4944-a408-9c066aa517f5,2018-05-23 00:00:00,2000.0,12,9,34,5,4
50606912,e14778e0-7034-49bd-b256-9914cccd5f88,2018-05-14 00:00:00,3000.0,3,1,4,2,1
49875657,5cccfeda-a0c6-4807-a498-198229db35bf,2018-05-07 00:00:00,5000.0,12,1,5,0,0
49877293,df5b8408-be98-41a3-b717-aa1e1d49a54f,2018-05-06 00:00:00,3000.0,12,8,36,4,3
52485373,36cb5446-037f-43d1-af64-eb1f90736380,2018-06-06 00:00:00,50000.0,12,4,10,0,0
51967378,5a6d9d9a-1601-465e-8263-53d858d011a9,2018-06-01 00:00:00,10000.0,6,6,133,0,0
51178042,30316ce3-0340-418b-b615-02fe241d98b1,2018-05-22 00:00:00,5000.0,5,4,10,0,0
49875544,61a9f85e-c8f1-497e-a232-3fdd7165624f,2018-05-07 00:00:00,8000.0,12,4,13,0,0
49877358,a72ff8cf-b20c-449d-b9d7-2178df083de7,2018-05-06 00:00:00,20000.0,12,6,12,0,0
50970229,b8942513-1913-11e7-bf3b-008cfae27c4c,2018-05-20 00:00:00,30000.0,7,4,38,0,0
51297989,bbb302b9-9635-4728-855c-cc8ec5a80647,2018-05-23 00:00:00,50000.0,12,1,5,0,0
50781035,dc4cd7d5-5906-4b9d-8deb-231a0a0768d3,2018-05-17 00:00:00,30000.0,6,10,39,0,0
50556974,bcde83dc-8a71-4ca5-966f-f0f76b12c2d3,2018-05-14 00:00:00,5000.0,12,15,60,1,0
53384100,0f9f3aa2-63f3-40c2-a83d-78056b33878b,2018-06-14 00:00:00,2000.0,12,2,6,4,3
49717162,6dde5302-36f5-11e7-bd48-70106fb1fcca,2018-05-04 00:00:00,100000.0,12,2,5,0,0
50390467,2efaa8ea-426b-49c9-ad33-5b3fa8cc1d60,2018-05-12 00:00:00,3000.0,12,6,21,0,0
52154883,4b52220e-5f24-4571-aac1-e6b32e27d08e,2018-06-04 00:00:00,10000.0,4,5,10,0,0
50390172,79a0ef63-e468-42f1-9e95-8ccabeedcf54,2018-05-12 00:00:00,8000.0,12,4,35,6,5
52480285,5bc84ff3-1b03-4866-91a5-b49f5775d630,2018-06-06 00:00:00,3000.0,6,3,9,1,0
50782431,75c3122d-cf68-4529-8b97-4228e8aef265,2018-05-18 00:00:00,5000.0,12,16,30,1,0
50606997,82848c3d-3c3b-43fb-b0fc-60376c9ede63,2018-05-15 00:00:00,14000.0,3,3,12,0,0
49875290,461d2c7e-91e5-11e6-9007-ecf4bbdeffbc,2018-05-06 00:00:00,3000.0,9,1,3,2,1
50082951,8ab081c4-11c7-4231-bdf2-d69ccbb615f8,2018-05-08 00:00:00,50000.0,6,2,18,1,0
51105981,aa23e770-29d9-4763-a4a9-630d4d141962,2018-05-21 00:00:00,23000.0,6,5,12,0,0
49717716,f874ad0a-be8e-11e6-9007-ecf4bbdeffbc,2018-05-05 00:00:00,53000.0,3,15,40,0,0
50230089,3c492bf7-13d3-42bc-a044-421de192e9d9,2018-05-09 00:00:00,8000.0,12,2,16,0,0
50781439,c7c623f1-60fc-4224-85de-1ec1f0193a5c,2018-05-18 00:00:00,10000.0,3,3,8,0,0
53385664,b3734176-eb5c-46d6-b072-01976d624778,2018-06-15 00:00:00,8000.0,12,3,40,4,3
52485445,0c9069c4-02bc-4bfd-9cb8-f2b6ce1e0667,2018-06-06 00:00:00,50000.0,6,1,8,0,0
50965321,a7729965-e8a6-416f-a76b-f1bb88c604ca,2018-05-20 00:00:00,10000.0,6,3,9,4,3
49717845,27fbd438-0533-11e6-9180-ecf4bbdede50,2018-05-05 00:00:00,3000.0,12,8,28,0,0
50083162,92bc784e-a1d7-46ec-9cc5-b67d1c7f67e5,2018-05-08 00:00:00,10000.0,3,2,6,1,0
52154563,f4cf692c-27a0-4e30-bf45-9a4a9c2105e1,2018-06-03 00:00:00,3000.0,6,3,4,2,1
49875262,e2b84b5e-5bf8-400b-a1a2-8b3e31c56071,2018-05-06 00:00:00,60000.0,12,6,27,0,0
49518353,31459afb-593a-11e6-9007-ecf4bbdeffbc,2018-05-02 00:00:00,14000.0,3,11,69,0,0
49594997,24b6397a-a91c-4d5c-a4ef-98d5c0658b72,2018-05-02 00:00:00,10000.0,3,2,2,0,0
50390304,9d527097-0cd6-4753-8e1f-b711b721f98e,2018-05-12 00:00:00,20000.0,4,4,11,0,0
51776194,89153f75-d5d7-42b1-a70c-1fefb30c9ccf,2018-05-30 00:00:00,3000.0,12,5,18,2,2
49875063,4302108a-bd19-445d-b88d-bc5860a768cc,2018-05-06 00:00:00,8000.0,3,1,3,0,0
51775263,b2d13da8-eb02-42c4-bba1-717fa99dbac9,2018-05-30 00:00:00,3000.0,12,14,141,0,0
49875363,7cc9a854-30b3-496b-a5c7-7e3ae524fb0a,2018-05-06 00:00:00,11000.0,12,13,85,0,0
50750908,952b2d46-aeef-11e6-9007-ecf4bbdeffbc,2018-05-16 00:00:00,50000.0,6,2,12,0,0
49595497,165c3ae2-037a-4f42-a5ed-11a9bca0e3e7,2018-05-03 00:00:00,1000.0,12,5,57,0,0
50006904,c54f21c7-4613-45c9-9899-e5d65358d0f8,2018-05-07 00:00:00,8000.0,3,1,12,0,0
51774987,93c3da1d-e9c6-412d-b371-db31a341a500,2018-05-29 00:00:00,12000.0,6,14,110,5,4
51245907,c43b78c2-c28e-11e6-9007-ecf4bbdeffbc,2018-05-23 00:00:00,50000.0,12,6,33,0,0
51494837,d9482b89-80c2-4b82-baa7-63d369db5db1,2018-05-28 00:00:00,30000.0,3,4,10,2,1
52711254,7c6bae86-120b-11e7-9936-008cfae57a48,2018-06-08 00:00:00,50000.0,12,6,32,0,0
49594961,5069da4d-0003-4ddc-a425-8bd2e7490258,2018-05-02 00:00:00,50000.0,12,17,109,0,0
52710280,8f4fd37c-01a7-4161-9240-176a5a64dffc,2018-06-08 00:00:00,100000.0,3,2,45,0,0
53145134,2a58f525-c150-481c-bc95-cd9a748de17d,2018-06-12 00:00:00,5000.0,12,7,21,2,1
50780918,b9686408-aa1a-4748-aa24-0cae1cdb6ba8,2018-05-16 00:00:00,3000.0,12,1,10,2,1
49874903,526db0c4-6633-4aec-8b25-dfdd05b871b5,2018-05-05 00:00:00,9000.0,12,2,25,0,0
50782235,008b5b6d-63f5-4c39-878f-32b0db764f22,2018-05-17 00:00:00,3000.0,12,5,78,3,1
52710214,3bbb6964-14fc-11e7-9936-008cfae57a48,2018-06-08 00:00:00,15000.0,12,1,4,1,0
50739939,1472c7ee-ab35-4361-8deb-a9b4f9102c78,2018-05-16 00:00:00,5000.0,6,1,20,4,2
51775196,38f071f3-7bcf-44d6-9b15-8d033cee5202,2018-05-30 00:00:00,2000.0,6,4,45,4,3
52154300,063804b3-1511-11e7-9936-008cfae57a48,2018-06-03 00:00:00,4000.0,3,7,18,2,1
50390966,aa5c8d73-2f09-11e7-8008-7cd30ab49c9c,2018-05-11 00:00:00,73000.0,3,2,28,0,0
49593969,2ebf31e0-2bd2-4758-9a2f-0b515f648dbb,2018-05-02 00:00:00,5000.0,12,12,71,0,0
51775988,613d5ee4-0eba-11e7-9936-008cfae57a48,2018-05-29 00:00:00,24000.0,6,15,50,0,0
50605927,8236f889-ce70-40f7-af5b-fc95f1dc02be,2018-05-14 00:00:00,8000.0,3,4,7,2,1
49877624,24b182a8-103f-11e6-9180-ecf4bbdede50,2018-05-07 00:00:00,2000.0,12,4,38,0,0
51298332,1dbf58e9-f723-44f5-842b-596fed1d480a,2018-05-24 00:00:00,30000.0,6,2,9,0,0
51179201,0de9358a-0b02-45e6-80ba-a365c534f207,2018-05-23 00:00:00,10000.0,9,6,16,0,0
50965255,df06dd48-086d-4197-8403-bd0979298bd3,2018-05-20 00:00:00,20000.0,6,1,3,5,4
53145717,061fa250-b446-11e5-9987-6c92bf21cf9b,2018-06-13 00:00:00,30000.0,9,8,29,0,0
50391252,46809b1c-fd63-11e6-9007-ecf4bbdeffbc,2018-05-12 00:00:00,20000.0,12,2,9,0,0
53384941,f729e5c4-9f5f-403f-b60f-512e9d5032a2,2018-06-13 00:00:00,10000.0,6,1,3,0,0
50390594,055e6a0b-e9da-4971-a1fe-f627e42af28b,2018-05-13 00:00:00,5000.0,12,4,20,0,0
53144327,c9c97e68-4218-4538-a1af-2a04c63edaa3,2018-06-12 00:00:00,2000.0,12,8,40,0,0
52710158,deea6cef-f0ec-11e5-801b-6c92bf21cf9b,2018-06-08 00:00:00,5000.0,3,3,14,2,1
53144652,d62c7169-0068-11e6-9180-ecf4bbdede50,2018-06-13 00:00:00,10000.0,12,12,58,0,0
49698948,6fdb38c7-de45-4bdb-8708-680b8939b064,2018-05-03 00:00:00,10000.0,12,9,54,0,0
52155121,b01617d1-5ffb-40aa-8194-eda7c29db285,2018-06-02 00:00:00,30000.0,3,9,24,0,0
53144090,84ce062d-2a28-437e-a5d4-85da4dfbc89e,2018-06-12 00:00:00,41000.0,3,9,50,0,0
52485710,05798d47-23d9-11e7-8008-7cd30ab49c9c,2018-06-07 00:00:00,30000.0,6,2,18,0,0
51245914,1cc1b6cd-6885-4ff5-8dc8-0c7105c35502,2018-05-23 00:00:00,10000.0,3,4,26,0,0
50082080,6f8a6975-e463-4c00-b7bf-9acbe206871b,2018-05-08 00:00:00,15000.0,6,1,5,3,1
53075078,9463fe61-c5e9-4533-96ab-31bc4ad28e86,2018-06-11 00:00:00,50000.0,1,7,42,1,1
49877361,05072a6f-64f2-4c78-a7e2-0a5811b42629,2018-05-06 00:00:00,15000.0,6,2,16,0,0
53385716,b1c4231d-d645-45d6-aab6-35b5b20d65c8,2018-06-15 00:00:00,20000.0,12,1,19,1,0
51909991,9a309c10-91d7-4518-bc10-41b4918a1f32,2018-05-30 00:00:00,20000.0,6,9,16,0,0
51967652,b9700975-6917-11e6-9007-ecf4bbdeffbc,2018-06-01 00:00:00,90000.0,3,3,15,0,0
50230055,cea0d043-88a8-4deb-a69f-b9a15379d8b8,2018-05-09 00:00:00,2000.0,12,1,12,1,0
51299008,3f503a21-3d3f-4cd7-bbd8-50ef28c69648,2018-05-23 00:00:00,10000.0,3,13,60,0,0
51258977,c8e63a66-b300-11e5-9987-6c92bf21cf9b,2018-05-23 00:00:00,7000.0,12,9,58,0,0
53144792,40976fcb-9c8c-4569-8519-16b8310c2a8b,2018-06-13 00:00:00,30000.0,3,4,12,2,1
50218905,513d331a-371b-41d9-a6d2-6a7be55b7efa,2018-05-09 00:00:00,15000.0,12,3,8,1,0
52154872,1570f49d-cd28-4a39-bd07-f991a3bcd448,2018-06-04 00:00:00,50000.0,3,16,197,0,0
49715441,bd0e8d3c-7b80-4a16-a955-d2f9f903962b,2018-05-04 00:00:00,1000.0,12,1,6,0,0
52480288,74740538-3017-11e7-8008-7cd30ab49c9c,2018-06-06 00:00:00,10000.0,1,16,97,0,0
49715407,7b5815f1-2224-11e6-9007-ecf4bbdeffbc,2018-05-04 00:00:00,50000.0,12,2,20,0,0
53143928,0a33663e-8e3e-4830-b0c1-0746a60573c4,2018-06-11 00:00:00,50000.0,6,11,48,0,0
49594180,3f691b0f-9d6e-4a80-9de5-11f8b82a5aa0,2018-05-02 00:00:00,3000.0,6,5,29,0,0
50008014,45b574df-7f5b-4a2d-99ec-45071f423e81,2018-05-07 00:00:00,20000.0,4,3,6,0,0
53090921,f585a3dd-12c9-46d5-9c03-82d3d17cf80b,2018-06-11 00:00:00,20000.0,6,2,18,0,0
53384170,518425ba-86f4-4383-ae55-00a3a28f64d4,2018-06-14 00:00:00,3000.0,12,1,51,0,0
51967370,96666007-be9a-11e6-9007-ecf4bbdeffbc,2018-06-01 00:00:00,50000.0,10,9,59,1,0
52155726,5dcc6faa-a1c0-11e6-9007-ecf4bbdeffbc,2018-06-04 00:00:00,35000.0,12,1,4,0,0
49715892,b0a56634-0e02-11e7-be5d-ecf4bbdede50,2018-05-05 00:00:00,5000.0,9,1,2,2,1
51105933,7a1c3be1-ac1d-4842-82dc-7fd13f415d5b,2018-05-21 00:00:00,5000.0,12,2,4,5,4
53383925,39dc5eac-7ad5-450f-8e60-2d4092664c5c,2018-06-13 00:00:00,5000.0,12,5,17,4,3
49369831,66548f15-4532-4a76-b24e-1df7aae204ef,2018-05-01 00:00:00,15000.0,4,1,42,0,0
51494349,f10c9e5a-7340-11e6-9007-ecf4bbdeffbc,2018-05-26 00:00:00,50000.0,12,14,83,0,0
49595421,be5f631d-e756-488e-9322-638c05500147,2018-05-03 00:00:00,5000.0,9,2,5,2,2
52711008,e6dc82c6-df92-41e4-8544-31db1ac375cb,2018-06-07 00:00:00,50000.0,12,4,9,0,0
49875144,343614a6-75da-44df-b7d0-526e10d03005,2018-05-06 00:00:00,8000.0,12,4,33,2,1
52686950,e17a3bfc-7ae7-4955-b702-e173028c6e61,2018-06-07 00:00:00,50000.0,12,16,110,0,0
50083241,eca367ce-e93a-47a5-8267-19a4e221d648,2018-05-08 00:00:00,5000.0,12,2,8,0,0
50606029,6c26d89b-ccef-4990-81eb-2de44752ad99,2018-05-15 00:00:00,50000.0,1,2,4,0,0
50390946,f56332d7-e140-11e6-9007-ecf4bbdeffbc,2018-05-11 00:00:00,30000.0,4,7,26,0,0
53385268,a528abf7-c08d-4881-bdb7-16a2628d1c85,2018-06-14 00:00:00,3000.0,3,2,10,1,0
51106120,7a0d46e0-e498-405c-a009-7e324e7e03c8,2018-05-22 00:00:00,5000.0,12,15,141,0,0
50326923,1ef6d41e-79e9-4e25-9b4f-2264b7777f9a,2018-05-10 00:00:00,2000.0,12,7,34,3,2
50965148,6a34d1d7-33de-11e7-bd48-70106fb1fcca,2018-05-20 00:00:00,50000.0,12,8,77,0,0
52155849,96183ed8-c0bb-48d8-882d-aebc72b94f38,2018-06-04 00:00:00,5000.0,6,2,14,2,1
53145075,891673a6-1121-11e7-9936-008cfae57a48,2018-06-11 00:00:00,10000.0,3,3,5,1,0
50544924,ed30a5b3-1d54-4478-9acf-f9854b5e8d82,2018-05-14 00:00:00,3000.0,12,26,332,0,0
52480332,b503ead6-5747-41d3-a784-c3831057e63e,2018-06-06 00:00:00,5000.0,12,1,3,4,4
50008193,b8ab73fd-16a2-11e7-bf3b-008cfae27c4c,2018-05-08 00:00:00,20000.0,12,8,150,0,0
50390559,12b39028-71f1-4c37-bde2-745b766b80bf,2018-05-13 00:00:00,10000.0,12,6,24,0,0
50390712,31edfe79-4f3d-4f34-a35b-3600903d49c1,2018-05-13 00:00:00,20000.0,9,1,8,0,0
49717455,a6391734-333d-475a-9041-706029590da6,2018-05-04 00:00:00,4000.0,12,4,16,0,0
50008087,7b89ff12-0363-4e26-984b-32fe2963b2da,2018-05-07 00:00:00,3000.0,12,1,24,0,0
51967726,4ed6e908-5ada-4187-8f61-9157fa18202c,2018-06-01 00:00:00,5000.0,12,3,6,4,4
49369806,f953ac51-7f3a-43df-bf18-56750fd2f00c,2018-05-01 00:00:00,13000.0,12,1,2,0,0
49594078,00ab6439-5b1b-423b-90b8-6023220f9793,2018-05-02 00:00:00,5000.0,6,1,26,0,0
51967862,00659081-685b-44b5-a249-f8fde5b472f6,2018-06-02 00:00:00,15000.0,6,2,11,4,3
50606287,a31adc05-e606-4884-9dd6-1d6e73d3a1d9,2018-05-15 00:00:00,15000.0,3,1,5,2,1
50083022,35971d44-8fb2-4238-8d44-97b7a1f6f040,2018-05-08 00:00:00,50000.0,12,3,40,0,0
49518292,28a3c999-4715-46ae-b62a-a84180e3c6fe,2018-05-02 00:00:00,10000.0,6,3,8,0,0
52710300,6a9e234f-2100-4c01-8933-66a04c77ce1c,2018-06-08 00:00:00,6000.0,6,5,12,4,4
52485218,382fb99a-c0c8-11e5-9987-6c92bf21cf9b,2018-06-06 00:00:00,30000.0,6,5,20,0,0
51178119,f7679860-d77a-4dcd-96de-1f1ae2a733a5,2018-05-23 00:00:00,5000.0,3,3,9,0,0
50006972,68f43a75-5ff1-4f43-bfbb-679040f033ff,2018-05-07 00:00:00,1000.0,9,8,46,0,0
51493738,5510f362-32a4-4f0e-b17a-e4726ca7aa63,2018-05-28 00:00:00,3000.0,3,7,18,1,0
50556958,d2d25a0f-4f4b-48dc-90b3-87f95366178e,2018-05-14 00:00:00,3000.0,6,3,5,5,4
51454972,56c416ee-772d-4112-9987-890386cef666,2018-05-25 00:00:00,20000.0,1,7,43,0,0
52849358,5ae0b815-4e9f-46ca-9cf1-982ab4746ea2,2018-06-09 00:00:00,20000.0,12,3,10,1,1
50230231,160f6f52-6130-11e6-9007-ecf4bbdeffbc,2018-05-10 00:00:00,50000.0,12,0,0,2,2
52410983,872b0b2f-ce5e-11e6-9007-ecf4bbdeffbc,2018-06-05 00:00:00,1000.0,12,10,51,0,0
49877610,4306b82e-be33-4f53-9cfc-77ebc9723ee6,2018-05-07 00:00:00,8000.0,6,10,50,0,0
49875087,146af79c-eda0-4ec6-a381-20af8d748c61,2018-05-06 00:00:00,51000.0,12,2,16,0,0
50390293,1e1678d7-cc9d-4b01-93cf-e8bc5ec07679,2018-05-12 00:00:00,3000.0,12,11,83,4,3
49594090,56d35a5c-b3b1-4bea-9d55-dcde96966d68,2018-05-02 00:00:00,1000.0,12,5,27,6,5
49715477,a7ca5500-c99a-4698-b3d4-e3a8e4ce28c0,2018-05-04 00:00:00,10000.0,3,3,20,1,0
53144966,ae117a1f-1ea6-11e7-8008-7cd30ab49c9c,2018-06-11 00:00:00,50000.0,3,13,18,0,0
49511400,53322f66-dcdb-4d7d-aacf-d9f6caf3de5d,2018-05-02 00:00:00,10000.0,6,1,2,0,0
53090919,b7ac928c-05fc-4859-8566-17a76cf3b2c6,2018-06-11 00:00:00,30000.0,12,1,14,3,2
53074990,51b2bc14-c842-4b33-abb9-4c90a307e352,2018-06-11 00:00:00,12000.0,12,1,1,4,3
52480408,6009c335-63f2-4b08-9da6-2481c489a9b5,2018-06-06 00:00:00,8000.0,12,6,34,2,1
51968098,c653a179-69e1-48d9-888b-be706d2864c4,2018-05-31 00:00:00,2000.0,12,1,4,0,0
50555952,12f9acd5-f0da-11e5-801b-6c92bf21cf9b,2018-05-14 00:00:00,5000.0,3,5,15,0,0
52154067,604620a1-54c5-11e6-9007-ecf4bbdeffbc,2018-06-02 00:00:00,30000.0,12,2,7,1,0
51775980,7b580e2b-20a6-11e6-9007-ecf4bbdeffbc,2018-05-29 00:00:00,23000.0,4,1,9,0,0
51775284,d46df9bf-ba9d-11e5-9987-6c92bf21cf9b,2018-05-30 00:00:00,10000.0,12,1,24,0,0
50684912,ba2cd1d7-06b7-4659-b42e-e8f77904c4cf,2018-05-15 00:00:00,15000.0,3,2,9,0,0
49511189,6138d220-ed16-438b-b2fd-2ee863e1740c,2018-05-02 00:00:00,50000.0,3,2,4,0,0
52155338,3160cd4f-54a0-4d3b-a9a7-b00597d9f206,2018-06-03 00:00:00,3000.0,3,8,94,2,1
50391683,6bd57316-a2c2-4b9b-9aca-91dfb8ce2c07,2018-05-13 00:00:00,2000.0,3,1,9,0,0
51454908,78cefeac-2f94-11e7-8008-7cd30ab49c9c,2018-05-25 00:00:00,3000.0,12,6,56,5,4
51299128,049d86a6-581c-4995-95c1-2b83b38cfc06,2018-05-24 00:00:00,10000.0,3,3,6,1,0
50555966,6cc5a7dc-4d29-4ec1-8079-b0f02d993730,2018-05-14 00:00:00,50000.0,9,6,13,0,0
49715736,8126acbe-8659-4754-9af3-ea4555d60e48,2018-05-05 00:00:00,3000.0,12,2,8,0,0
50606919,a887935b-5183-4d18-8fe2-cc749925b8ba,2018-05-14 00:00:00,5000.0,4,3,42,0,0
51258970,dec2ee8b-7d6d-4399-8c9a-c52401cac4f9,2018-05-23 00:00:00,50000.0,12,10,46,0,0
52365995,0da2b421-6c77-433a-ae7f-46daa5a314e8,2018-06-04 00:00:00,30000.0,6,4,10,1,0
50970599,238a575c-32d7-4ca3-be4f-62f61d02c9b0,2018-05-21 00:00:00,2000.0,12,1,5,5,4
51493714,b2d13da8-eb02-42c4-bba1-717fa99dbac9,2018-05-28 00:00:00,3000.0,12,12,103,0,0
53144955,7cae0bde-1c0d-45c0-9e8a-2410f45761c9,2018-06-11 00:00:00,8000.0,3,1,9,2,1
52480265,c86e47fb-6f1e-4c8c-af54-9eefe529abb3,2018-06-06 00:00:00,2000.0,12,6,88,0,0
51178054,5d63fa80-e3af-4d91-b245-9f121d979f00,2018-05-22 00:00:00,3000.0,6,5,23,4,3
49715672,82d72526-69c9-11e6-9007-ecf4bbdeffbc,2018-05-05 00:00:00,5000.0,12,8,21,0,0
50326960,a6793116-0237-11e7-be5d-ecf4bbdede50,2018-05-10 00:00:00,50000.0,6,1,2,0,0
52155753,af0a5571-7c3a-4e66-818c-6382031487fe,2018-06-04 00:00:00,17000.0,12,6,67,0,0
49518335,131c1dfe-6101-4ab0-97e7-cc3b3fadd966,2018-05-02 00:00:00,20000.0,1,18,91,0,0
49699972,563c6945-95e0-4dff-826d-9b35c0d50221,2018-05-03 00:00:00,5000.0,3,4,14,0,0
50606152,51f8ff45-1dc5-11e7-bf3b-008cfae27c4c,2018-05-15 00:00:00,5000.0,10,4,38,0,0
49717225,8bd0add1-cb29-4433-9f6e-a418b887e986,2018-05-04 00:00:00,3000.0,6,3,12,1,0
50684914,72169fca-3060-4cfb-9af7-b5b41f6af5dd,2018-05-15 00:00:00,20000.0,3,1,3,2,1
52360922,699dbb37-55a4-4494-bf67-1032a528008a,2018-06-04 00:00:00,3000.0,6,2,32,0,0
51298360,e22c3c79-37a3-11e6-9007-ecf4bbdeffbc,2018-05-24 00:00:00,50000.0,2,8,86,0,0
49717566,42850e4f-3f5e-11e7-bd48-70106fb1fcca,2018-05-05 00:00:00,8000.0,12,9,25,0,0
52710317,065c9487-e454-4353-96c8-f521dbc42600,2018-06-08 00:00:00,50000.0,4,1,17,2,2
50685092,2e978b71-661f-11e7-bd48-70106fb1fcca,2018-05-16 00:00:00,50000.0,6,6,20,0,0
51493483,908fba32-10f5-4c8e-aafc-58e1af121bbb,2018-05-27 00:00:00,6000.0,6,4,14,0,0
50964971,0671ae82-b0e9-48c9-9c3b-d7bcd5d5f84e,2018-05-19 00:00:00,20000.0,6,3,21,0,0
50083106,ee0a2426-2017-40ea-a863-17df0b1bb605,2018-05-08 00:00:00,10000.0,3,4,8,0,0
52361059,52bac309-69bf-11e6-9007-ecf4bbdeffbc,2018-06-04 00:00:00,50000.0,3,8,26,0,0
49511317,c44cdfdf-c698-4581-9ab0-d3c1c407052b,2018-05-02 00:00:00,1000.0,12,9,59,0,0
