apply_id,merchant_id,apply_date,lend_amount,lend_period,notional_settle_date,real_settle_date,30days_overdue_times,60days_overdue_times
21563423,45b4ac64-f9ff-4291-999e-6b15ed3ed7ec,2017-07-26 00:00:00,4000.0,6,2018-01-27 00:00:00,2018-01-28 00:00:00,5,4
21427936,461d2c7e-91e5-11e6-9007-ecf4bbdeffbc,2017-07-23 00:00:00,8000.0,6,2018-01-25 00:00:00,2018-01-26 00:00:00,5,4
31766294,49efb4f2-1e78-11e7-8008-7cd30ab49c9c,2017-11-20 00:00:00,20000.0,4,2018-03-23 00:00:00,2018-03-19 00:00:00,0,0
35437105,4a4478be-b73d-46fa-afb8-64385b471529,2017-12-19 00:00:00,50000.0,1,2018-01-21 00:00:00,2018-01-20 00:00:00,0,0
23172430,4ac182c4-3a26-11e7-bd48-70106fb1fcca,2017-08-14 00:00:00,15000.0,3,2017-11-25 00:00:00,2017-11-25 00:00:00,2,1
20095294,4db6b131-1c49-4372-be76-32b2241ec256,2017-07-09 00:00:00,10000.0,6,2018-01-10 00:00:00,2017-11-21 00:00:00,0,0
35036589,534a2b2e-c0f1-4613-b019-49963bab3c48,2017-12-16 00:00:00,1000.0,6,2018-06-17 00:00:00,2017-12-17 00:00:00,0,0
29859707,566e0a75-d5b5-41a6-9c44-4d856eac0127,2017-10-31 00:00:00,10000.0,6,2018-05-01 00:00:00,2018-03-10 00:00:00,3,2
20624598,5b41f8e3-1e7e-11e7-8008-7cd30ab49c9c,2017-07-13 00:00:00,5000.0,3,2017-10-17 00:00:00,2017-10-17 00:00:00,1,1
36274261,5f35ce76-33a1-465a-9909-546a6175c4ba,2017-12-25 00:00:00,1000.0,3,2018-03-26 00:00:00,2018-03-26 00:00:00,1,0
24533008,602b8de5-f9de-11e6-9007-ecf4bbdeffbc,2017-08-29 00:00:00,8000.0,3,2017-11-30 00:00:00,2017-11-30 00:00:00,2,1
43567802,68e6ee04-17da-436b-86a2-da7e7cb26857,2018-02-27 00:00:00,1000.0,12,2019-02-28 00:00:00,2018-02-27 00:00:00,0,0
29443293,6a3d075b-0671-4e0b-aff0-0f0c2e3a51a9,2017-10-26 00:00:00,1000.0,3,2018-01-27 00:00:00,2018-01-28 00:00:00,2,1
26489399,6a3d075b-0671-4e0b-aff0-0f0c2e3a51a9,2017-09-20 00:00:00,3000.0,6,2018-03-21 00:00:00,2017-10-25 00:00:00,0,0
31978045,6b7e5ca8-b9b8-40b2-82b9-bc9836bc55e4,2017-11-22 00:00:00,8000.0,3,2018-02-24 00:00:00,2018-02-24 00:00:00,2,1
34116280,6fdb38c7-de45-4bdb-8708-680b8939b064,2017-12-09 00:00:00,5000.0,6,2018-06-10 00:00:00,2018-01-23 00:00:00,0,0
25248230,71ce9516-abc1-449b-81e0-152f142916fb,2017-09-06 00:00:00,5000.0,3,2017-12-07 00:00:00,2017-12-06 00:00:00,1,0
23227548,74740538-3017-11e7-8008-7cd30ab49c9c,2017-08-15 00:00:00,5000.0,6,2018-02-17 00:00:00,2018-02-17 00:00:00,5,4
26229355,7b580e2b-20a6-11e6-9007-ecf4bbdeffbc,2017-09-17 00:00:00,10000.0,4,2018-01-18 00:00:00,2018-01-18 00:00:00,0,0
24129076,8126acbe-8659-4754-9af3-ea4555d60e48,2017-08-24 00:00:00,3000.0,3,2017-11-26 00:00:00,2017-11-25 00:00:00,1,0
19213916,85d7308f-fb74-4e71-9c0d-9f9e201dd47c,2017-06-28 00:00:00,5000.0,3,2017-09-29 00:00:00,2017-09-29 00:00:00,2,1
36528833,8e6a30fa-6dea-4173-b887-80008e2668d4,2017-12-27 00:00:00,1000.0,3,2018-03-29 00:00:00,2018-03-04 00:00:00,1,0
31125084,8e6a30fa-6dea-4173-b887-80008e2668d4,2017-11-13 00:00:00,3000.0,6,2018-05-15 00:00:00,2017-12-25 00:00:00,0,0
31127932,91248714-69f0-4930-a34c-0ff0e5771d8a,2017-11-13 00:00:00,50000.0,1,2017-12-16 00:00:00,2017-12-15 00:00:00,0,0
35026475,91248714-69f0-4930-a34c-0ff0e5771d8a,2017-12-15 00:00:00,60000.0,4,2018-04-19 00:00:00,2018-03-26 00:00:00,0,0
28736273,91248714-69f0-4930-a34c-0ff0e5771d8a,2017-10-18 00:00:00,50000.0,12,2018-10-21 00:00:00,2017-11-13 00:00:00,0,0
42404308,9383d111-9119-467d-afea-7128856859f4,2018-02-05 00:00:00,25000.0,1,2018-03-07 00:00:00,2018-03-05 00:00:00,0,0
19491572,992bbe46-9b3c-4710-b5e8-f8cdb43fdc8b,2017-07-02 00:00:00,15000.0,6,2018-01-03 00:00:00,2018-01-05 00:00:00,5,4
45733924,a314907f-8b5b-4b8a-b925-f7a113c2c1b7,2018-03-23 00:00:00,3000.0,9,2018-12-24 00:00:00,2018-03-24 00:00:00,0,0
20013070,a457f589-0531-11e6-9180-ecf4bbdede50,2017-07-08 00:00:00,8000.0,6,2018-01-09 00:00:00,2017-10-23 00:00:00,2,1
29205691,a457f589-0531-11e6-9180-ecf4bbdede50,2017-10-23 00:00:00,4000.0,6,2018-04-24 00:00:00,2018-02-21 00:00:00,2,1
37062699,ac25ec38-38f6-4438-9b9a-150ad60f12aa,2018-01-01 00:00:00,3000.0,3,2018-04-04 00:00:00,2018-03-09 00:00:00,1,0
44766993,ac25ec38-38f6-4438-9b9a-150ad60f12aa,2018-03-11 00:00:00,3000.0,3,2018-06-12 00:00:00,2018-03-31 00:00:00,0,0
22540883,ac25ec38-38f6-4438-9b9a-150ad60f12aa,2017-08-07 00:00:00,5000.0,6,2018-02-08 00:00:00,2017-09-03 00:00:00,0,0
19788896,ac25ec38-38f6-4438-9b9a-150ad60f12aa,2017-07-05 00:00:00,5000.0,6,2018-01-07 00:00:00,2017-08-07 00:00:00,0,0
37158654,afdbfa77-a1aa-11e6-9007-ecf4bbdeffbc,2018-01-02 00:00:00,20000.0,2,2018-03-05 00:00:00,2018-03-04 00:00:00,0,0
24268441,b521020c-1d4b-4a5f-b4f1-a69237d4f19f,2017-08-26 00:00:00,1000.0,6,2018-02-27 00:00:00,2017-08-29 00:00:00,0,0
21559623,b82f47ce-e8be-45c1-ab0c-2e167b6e90d6,2017-07-25 00:00:00,5000.0,6,2018-01-27 00:00:00,2018-01-28 00:00:00,4,2
23804992,ba36ca2d-3b87-11e7-bd48-70106fb1fcca,2017-08-21 00:00:00,10000.0,3,2017-11-23 00:00:00,2017-11-23 00:00:00,2,1
21732259,baff0966-3b96-11e7-bd48-70106fb1fcca,2017-07-28 00:00:00,3000.0,6,2018-02-02 00:00:00,2017-08-20 00:00:00,0,0
20739314,c246ecd0-beaf-11e6-9007-ecf4bbdeffbc,2017-07-15 00:00:00,8000.0,3,2017-10-21 00:00:00,2017-10-20 00:00:00,1,0
27279203,c3fe734d-3a04-44bb-9b12-387baac15fa2,2017-09-30 00:00:00,3000.0,6,2018-04-01 00:00:00,2018-02-05 00:00:00,3,2
22034824,c90a6116-b300-11e5-9987-6c92bf21cf9b,2017-08-01 00:00:00,8000.0,3,2017-11-02 00:00:00,2017-11-01 00:00:00,1,0
20725184,cad5673c-b300-11e5-9987-6c92bf21cf9b,2017-07-14 00:00:00,8000.0,6,2018-01-15 00:00:00,2017-12-15 00:00:00,3,3
19413566,cb72448e-2c86-4feb-a2e7-ac5a07735aef,2017-06-30 00:00:00,10000.0,3,2017-10-02 00:00:00,2017-09-07 00:00:00,1,0
25607337,cb72448e-2c86-4feb-a2e7-ac5a07735aef,2017-09-10 00:00:00,15000.0,6,2018-03-12 00:00:00,2018-01-28 00:00:00,3,2
30506532,cbe1e10b-b300-11e5-9987-6c92bf21cf9b,2017-11-07 00:00:00,36000.0,3,2018-02-08 00:00:00,2018-01-26 00:00:00,0,0
20664755,cbe1e10b-b300-11e5-9987-6c92bf21cf9b,2017-07-14 00:00:00,25000.0,3,2017-10-20 00:00:00,2017-09-07 00:00:00,0,0
22449666,cc49eab1-b300-11e5-9987-6c92bf21cf9b,2017-08-06 00:00:00,5000.0,6,2018-02-08 00:00:00,2018-01-16 00:00:00,4,3
42115993,cc49eab1-b300-11e5-9987-6c92bf21cf9b,2018-02-01 00:00:00,20000.0,1,2018-03-06 00:00:00,2018-03-05 00:00:00,0,0
37009484,ccbac382-5fb2-444c-92fe-125c591983f4,2018-01-01 00:00:00,1000.0,6,2018-07-04 00:00:00,2018-02-20 00:00:00,0,0
35400275,cd641a79-1a14-4b06-afab-794bd57caba2,2017-12-18 00:00:00,5000.0,12,2018-12-20 00:00:00,2018-02-03 00:00:00,0,0
42116862,cd641a79-1a14-4b06-afab-794bd57caba2,2018-02-03 00:00:00,1000.0,12,2019-02-04 00:00:00,2018-02-04 00:00:00,0,0
22881227,cee84cb8-43f5-47b1-91b1-d305cf7abfff,2017-08-11 00:00:00,10000.0,6,2018-02-13 00:00:00,2018-02-13 00:00:00,5,4
28649598,d1c053da-9875-40e7-8f56-6a36d45ac787,2017-10-17 00:00:00,5000.0,6,2018-04-20 00:00:00,2017-12-20 00:00:00,0,0
36294612,d6048795-e05f-11e5-801b-6c92bf21cf9b,2017-12-26 00:00:00,100000.0,1,2018-01-27 00:00:00,2018-01-26 00:00:00,0,0
29202896,d6048795-e05f-11e5-801b-6c92bf21cf9b,2017-10-23 00:00:00,30000.0,2,2017-12-24 00:00:00,2017-12-14 00:00:00,0,0
22116538,d675ca99-c92b-4109-a5dd-b92e43a5c59d,2017-08-02 00:00:00,3000.0,6,2018-02-04 00:00:00,2017-12-02 00:00:00,2,1
36656877,d675ca99-c92b-4109-a5dd-b92e43a5c59d,2017-12-28 00:00:00,3000.0,3,2018-03-30 00:00:00,2018-03-30 00:00:00,1,0
39936994,d7964fc1-3edb-11e7-bd48-70106fb1fcca,2018-01-12 00:00:00,10000.0,12,2019-01-14 00:00:00,2018-02-07 00:00:00,0,0
27911790,d7fea822-821c-11e6-9007-ecf4bbdeffbc,2017-10-09 00:00:00,6000.0,6,2018-04-10 00:00:00,2018-03-11 00:00:00,3,2
30239577,d9e19994-e469-4715-a4e6-2ad9a4599a16,2017-11-03 00:00:00,8000.0,6,2018-05-06 00:00:00,2018-03-09 00:00:00,3,2
31904690,dbb9fc3c-e6ae-4733-beee-33d010987ffd,2017-11-22 00:00:00,10000.0,6,2018-05-28 00:00:00,2017-12-28 00:00:00,0,0
23559107,dec2ee8b-7d6d-4399-8c9a-c52401cac4f9,2017-08-18 00:00:00,3000.0,6,2018-02-20 00:00:00,2018-01-05 00:00:00,3,2
9547007,ee1dae4b-231a-11e6-9007-ecf4bbdeffbc,2017-03-07 00:00:00,16000.0,6,2017-09-12 00:00:00,2017-08-25 00:00:00,0,0
42118859,ee70bf93-7cd0-4e26-ad2f-4a5140d92f95,2018-02-03 00:00:00,5000.0,3,2018-05-04 00:00:00,2018-03-03 00:00:00,0,0
28314118,f27be456-4c31-42e0-9d04-fb56300330b7,2017-10-14 00:00:00,30000.0,6,2018-04-15 00:00:00,2018-01-23 00:00:00,2,1
25192824,f2acc962-8c5e-4852-8476-f9393282a7ab,2017-09-05 00:00:00,5000.0,6,2018-03-09 00:00:00,2017-12-29 00:00:00,2,1
21729014,f2da30c6-1177-413c-9718-56b2a8ea2337,2017-07-28 00:00:00,8000.0,6,2018-01-29 00:00:00,2018-01-29 00:00:00,3,2
24860393,f2fac949-0c65-442f-bdc1-76433105bd10,2017-09-01 00:00:00,5000.0,6,2018-03-02 00:00:00,2018-02-07 00:00:00,4,3
23608025,f2fac949-0c65-442f-bdc1-76433105bd10,2017-08-19 00:00:00,5000.0,6,2018-02-20 00:00:00,2017-09-01 00:00:00,0,0
36520259,f3fa8110-385f-47cd-9c6f-6a32fd28ac8f,2017-12-27 00:00:00,5000.0,3,2018-03-28 00:00:00,2018-03-28 00:00:00,1,0
19176702,f874ad0a-be8e-11e6-9007-ecf4bbdeffbc,2017-06-28 00:00:00,17000.0,6,2018-01-01 00:00:00,2018-01-01 00:00:00,0,0
17499181,018d200a-d631-11e6-9007-ecf4bbdeffbc,2017-06-10 00:00:00,50000.0,6,2017-12-25 00:00:00,2017-12-25 00:00:00,0,0
21896292,0433f68d-c377-11e6-9007-ecf4bbdeffbc,2017-07-31 00:00:00,50000.0,12,2018-08-01 00:00:00,2017-08-02 00:00:00,0,0
23919965,09273753-bbe2-4be0-a13b-6800d6fa8728,2017-08-22 00:00:00,5000.0,3,2017-11-24 00:00:00,2017-11-23 00:00:00,1,0
21624866,099d9a76-e3ff-49d3-a554-605491a97cf7,2017-07-26 00:00:00,8000.0,6,2018-01-27 00:00:00,2017-12-25 00:00:00,3,2
20953641,0a33663e-8e3e-4830-b0c1-0746a60573c4,2017-07-17 00:00:00,8000.0,6,2018-01-23 00:00:00,2018-01-23 00:00:00,5,4
30414451,11c383df-ef71-4fda-8b15-a2023f024042,2017-11-06 00:00:00,10000.0,6,2018-05-07 00:00:00,2018-03-20 00:00:00,3,2
24029295,11c383df-ef71-4fda-8b15-a2023f024042,2017-08-23 00:00:00,10000.0,6,2018-02-24 00:00:00,2017-11-05 00:00:00,1,0
27208076,16942d81-19b0-49c0-a090-9d3e56b58169,2017-09-29 00:00:00,5000.0,6,2018-03-30 00:00:00,2017-10-16 00:00:00,0,0
23270267,19439945-b9ca-11e5-9987-6c92bf21cf9b,2017-08-15 00:00:00,14000.0,4,2017-12-17 00:00:00,2017-12-17 00:00:00,0,0
19327021,1efc1f03-1f0b-4e20-92ee-ead8eddb2b34,2017-06-29 00:00:00,10000.0,6,2018-01-02 00:00:00,2017-09-28 00:00:00,1,0
27193036,1efc1f03-1f0b-4e20-92ee-ead8eddb2b34,2017-09-29 00:00:00,15000.0,6,2018-03-30 00:00:00,2018-03-30 00:00:00,4,3
36195693,20001dbe-d176-413d-a57b-fb4f29f5c8cc,2017-12-25 00:00:00,8000.0,3,2018-03-28 00:00:00,2018-03-28 00:00:00,1,0
20560206,236d9c0a-bf78-11e6-9007-ecf4bbdeffbc,2017-07-13 00:00:00,15000.0,2,2017-09-14 00:00:00,2017-08-22 00:00:00,1,0
18056043,236d9c0a-bf78-11e6-9007-ecf4bbdeffbc,2017-06-16 00:00:00,11000.0,1,2017-07-17 00:00:00,2017-07-12 00:00:00,0,0
28537960,2627f767-426f-4fc4-8e36-e03d5da982aa,2017-10-16 00:00:00,10000.0,3,2018-01-20 00:00:00,2018-01-20 00:00:00,2,1
21789642,280bdea3-ba67-42d6-9958-87a43905edb0,2017-07-29 00:00:00,1000.0,6,2018-01-30 00:00:00,2018-01-30 00:00:00,4,2
18233597,31459afb-593a-11e6-9007-ecf4bbdeffbc,2017-06-17 00:00:00,30000.0,6,2017-12-19 00:00:00,2017-11-19 00:00:00,0,0
25500511,33d7f136-f7f2-11e5-9180-ecf4bbdede50,2017-09-09 00:00:00,40000.0,4,2018-01-10 00:00:00,2017-11-09 00:00:00,0,0
30756589,33d7f136-f7f2-11e5-9180-ecf4bbdede50,2017-11-09 00:00:00,60000.0,3,2018-02-10 00:00:00,2018-02-03 00:00:00,0,0
23498978,33d7f136-f7f2-11e5-9180-ecf4bbdede50,2017-08-18 00:00:00,30000.0,4,2017-12-21 00:00:00,2017-08-28 00:00:00,0,0
25626408,385bb7ad-4e71-11e6-9007-ecf4bbdeffbc,2017-09-11 00:00:00,8000.0,6,2018-03-14 00:00:00,2018-03-14 00:00:00,4,3
25346099,3e8059f8-f6fa-4775-8486-0e6283fdc034,2017-09-07 00:00:00,5000.0,6,2018-03-08 00:00:00,2018-03-08 00:00:00,4,3
31886212,3e8ff977-b929-46e8-a65b-fc2b8bf92920,2017-11-21 00:00:00,5000.0,3,2018-02-22 00:00:00,2018-02-01 00:00:00,1,0
35449405,45bba02e-06c3-11e6-9180-ecf4bbdede50,2017-12-19 00:00:00,6000.0,3,2018-03-20 00:00:00,2018-03-20 00:00:00,1,0
18537693,45bba02e-06c3-11e6-9180-ecf4bbdede50,2017-06-20 00:00:00,8000.0,3,2017-09-22 00:00:00,2017-09-21 00:00:00,1,1
41544157,46b6af91-a457-4dff-b444-98b2ffac1f64,2018-01-27 00:00:00,50000.0,1,2018-02-28 00:00:00,2018-02-28 00:00:00,0,0
22738341,4734aa14-91d8-11e6-9007-ecf4bbdeffbc,2017-08-10 00:00:00,3000.0,3,2017-11-11 00:00:00,2017-11-10 00:00:00,1,0
31793566,4a585665-9ea5-4ec6-819c-d394fd02fdbb,2017-11-20 00:00:00,8000.0,3,2018-02-21 00:00:00,2018-01-27 00:00:00,1,0
26243561,4bd8a0b5-64ad-4a14-820a-f749fe7cd700,2017-09-18 00:00:00,3000.0,6,2018-03-19 00:00:00,2018-03-19 00:00:00,4,3
25095462,520d582c-9d8e-47d1-8c46-25cb76bc4005,2017-09-04 00:00:00,8000.0,6,2018-03-08 00:00:00,2018-03-08 00:00:00,2,0
31402622,5a6d9d9a-1601-465e-8263-53d858d011a9,2017-11-16 00:00:00,10000.0,6,2018-05-18 00:00:00,2018-03-19 00:00:00,0,0
21413300,5d4fcad9-9e6b-477b-9fa6-8d8b364a86ed,2017-07-23 00:00:00,3000.0,3,2017-10-30 00:00:00,2017-10-29 00:00:00,1,0
30625660,5d4fcad9-9e6b-477b-9fa6-8d8b364a86ed,2017-11-08 00:00:00,50000.0,4,2018-03-13 00:00:00,2018-03-13 00:00:00,0,0
30882074,613d5ee4-0eba-11e7-9936-008cfae57a48,2017-11-10 00:00:00,8000.0,3,2018-02-11 00:00:00,2018-02-11 00:00:00,2,1
25943788,62f4e035-9da0-4bc8-9508-84165aeb440a,2017-09-14 00:00:00,16000.0,3,2017-12-15 00:00:00,2017-11-14 00:00:00,0,0
31439064,62f4e035-9da0-4bc8-9508-84165aeb440a,2017-11-17 00:00:00,16000.0,6,2018-05-18 00:00:00,2018-02-23 00:00:00,2,1
36995311,641d70ed-22f9-11e6-9007-ecf4bbdeffbc,2018-01-01 00:00:00,50000.0,1,2018-02-03 00:00:00,2018-02-02 00:00:00,0,0
21616987,6a1f9296-e51f-496e-94fb-9b5fc6353019,2017-07-26 00:00:00,8000.0,6,2018-01-27 00:00:00,2018-01-28 00:00:00,5,4
37173217,726edfa2-9501-11e6-9007-ecf4bbdeffbc,2018-01-02 00:00:00,20000.0,3,2018-04-03 00:00:00,2018-03-30 00:00:00,0,0
31984959,7428aea6-413b-4b19-9f77-ef179d4607c0,2017-11-22 00:00:00,20000.0,2,2018-01-28 00:00:00,2018-01-26 00:00:00,0,0
27994257,74c36b77-7ea1-4da8-b16e-ef733c1e7853,2017-10-10 00:00:00,5000.0,6,2018-04-13 00:00:00,2017-10-15 00:00:00,0,0
18534531,75bfddbc-105e-11e6-9180-ecf4bbdede50,2017-06-20 00:00:00,60000.0,3,2017-09-22 00:00:00,2017-09-19 00:00:00,0,0
26419842,75bfddbc-105e-11e6-9180-ecf4bbdede50,2017-09-19 00:00:00,99000.0,3,2017-12-22 00:00:00,2017-12-21 00:00:00,0,0
35865138,75bfddbc-105e-11e6-9180-ecf4bbdede50,2017-12-22 00:00:00,100000.0,3,2018-03-23 00:00:00,2018-03-23 00:00:00,0,0
24671459,765558b0-4ccf-11e6-9007-ecf4bbdeffbc,2017-08-30 00:00:00,8000.0,6,2018-02-28 00:00:00,2018-02-28 00:00:00,4,3
28062767,77c495dd-dc7e-11e5-801b-6c92bf21cf9b,2017-10-11 00:00:00,60000.0,3,2018-01-12 00:00:00,2018-01-11 00:00:00,0,0
22533893,79953678-e797-11e5-801b-6c92bf21cf9b,2017-08-07 00:00:00,49000.0,12,2018-08-10 00:00:00,2018-02-01 00:00:00,0,0
18991318,79953678-e797-11e5-801b-6c92bf21cf9b,2017-06-26 00:00:00,20000.0,6,2017-12-27 00:00:00,2017-08-05 00:00:00,0,0
31670806,7c524614-77b3-49cb-9e29-336b4002150a,2017-11-19 00:00:00,10000.0,6,2018-05-20 00:00:00,2018-03-05 00:00:00,2,1
28103903,85ac83d2-1e55-48c7-bc72-14d936b49f2c,2017-10-12 00:00:00,10000.0,6,2018-04-13 00:00:00,2017-11-08 00:00:00,0,0
30734396,85ac83d2-1e55-48c7-bc72-14d936b49f2c,2017-11-09 00:00:00,8000.0,6,2018-05-10 00:00:00,2017-11-18 00:00:00,0,0
24594681,8e320170-bd17-486c-abf2-b7d61b1e3095,2017-08-29 00:00:00,3000.0,3,2017-11-30 00:00:00,2017-11-30 00:00:00,0,0
32960271,8e320170-bd17-486c-abf2-b7d61b1e3095,2017-11-30 00:00:00,1000.0,3,2018-03-02 00:00:00,2018-03-06 00:00:00,1,0
39444910,9526fbf1-7426-427f-8bf8-8da51dc67a60,2018-01-08 00:00:00,1000.0,6,2018-07-09 00:00:00,2018-02-09 00:00:00,0,0
45783908,958d016f-7180-423d-84c3-266a48042352,2018-03-23 00:00:00,1000.0,12,2019-03-26 00:00:00,2018-03-26 00:00:00,0,0
19736916,98c2d5eb-fc6d-11e5-9180-ecf4bbdede50,2017-07-05 00:00:00,19000.0,12,2018-07-07 00:00:00,2018-01-26 00:00:00,0,0
21803908,9c30e625-3bab-11e7-bd48-70106fb1fcca,2017-07-29 00:00:00,10000.0,3,2017-11-08 00:00:00,2017-08-11 00:00:00,0,0
24786114,9c30e625-3bab-11e7-bd48-70106fb1fcca,2017-08-31 00:00:00,10000.0,3,2017-12-02 00:00:00,2017-12-01 00:00:00,1,0
33410263,9c8f1478-23e4-11e6-9007-ecf4bbdeffbc,2017-12-04 00:00:00,37000.0,1,2018-01-05 00:00:00,2018-01-04 00:00:00,0,0
30291032,9c8f1478-23e4-11e6-9007-ecf4bbdeffbc,2017-11-04 00:00:00,10000.0,1,2017-12-05 00:00:00,2017-12-01 00:00:00,0,0
39445205,9c8f1478-23e4-11e6-9007-ecf4bbdeffbc,2018-01-09 00:00:00,37000.0,1,2018-02-12 00:00:00,2018-02-11 00:00:00,0,0
23513578,9dfbce94-e59a-4269-934f-76bddbae260e,2017-08-18 00:00:00,3000.0,6,2018-02-19 00:00:00,2018-02-19 00:00:00,5,4
32837480,a44a1ee1-b05a-40e7-8ab2-485f463e243a,2017-11-29 00:00:00,10000.0,3,2018-03-01 00:00:00,2018-02-12 00:00:00,1,0
34476875,a5960cc3-73fc-48da-9ef8-6ad90abfe323,2017-12-11 00:00:00,10000.0,3,2018-03-12 00:00:00,2018-03-12 00:00:00,1,0
27351249,a8f774ff-097a-4186-b098-9ec0bb6713f1,2017-10-01 00:00:00,3000.0,3,2018-01-07 00:00:00,2018-01-06 00:00:00,1,0
22625146,b1b21b18-3b92-11e7-bd48-70106fb1fcca,2017-08-08 00:00:00,5000.0,3,2017-11-09 00:00:00,2017-11-09 00:00:00,1,0
30720707,b1b21b18-3b92-11e7-bd48-70106fb1fcca,2017-11-09 00:00:00,8000.0,3,2018-02-10 00:00:00,2018-02-10 00:00:00,2,1
14689433,b2d430f6-d88f-11e6-9007-ecf4bbdeffbc,2017-05-16 00:00:00,10000.0,6,2017-11-18 00:00:00,2017-11-17 00:00:00,4,3
22541987,b3ac8faa-1374-11e7-9936-008cfae57a48,2017-08-07 00:00:00,5000.0,1,2017-09-11 00:00:00,2017-08-29 00:00:00,0,0
25923309,b403188b-2566-41f2-8112-63f58405bd16,2017-09-14 00:00:00,7000.0,3,2017-12-15 00:00:00,2017-09-19 00:00:00,0,0
26392420,b403188b-2566-41f2-8112-63f58405bd16,2017-09-19 00:00:00,10000.0,3,2017-12-20 00:00:00,2017-12-09 00:00:00,1,0
19342901,b4413980-3259-11e7-bd48-70106fb1fcca,2017-06-30 00:00:00,8000.0,3,2017-10-01 00:00:00,2017-09-30 00:00:00,1,0
27403477,b87b30d7-52fd-11e6-9007-ecf4bbdeffbc,2017-10-02 00:00:00,43000.0,12,2018-10-03 00:00:00,2017-12-15 00:00:00,0,0
21697337,b8942513-1913-11e7-bf3b-008cfae27c4c,2017-07-27 00:00:00,8000.0,6,2018-01-29 00:00:00,2018-01-29 00:00:00,5,4
21616589,b9311e07-fe81-11e6-9007-ecf4bbdeffbc,2017-07-26 00:00:00,26000.0,5,2017-12-27 00:00:00,2017-12-27 00:00:00,0,0
32925293,b9700975-6917-11e6-9007-ecf4bbdeffbc,2017-11-30 00:00:00,49000.0,4,2018-04-01 00:00:00,2018-02-28 00:00:00,0,0
20072539,b9700975-6917-11e6-9007-ecf4bbdeffbc,2017-07-09 00:00:00,10000.0,3,2017-10-10 00:00:00,2017-10-10 00:00:00,1,1
31837331,bad5c4f6-f605-41cd-a5ae-e4a36d6b03c5,2017-11-21 00:00:00,8000.0,3,2018-02-22 00:00:00,2018-02-22 00:00:00,2,1
23702487,bad5c4f6-f605-41cd-a5ae-e4a36d6b03c5,2017-08-20 00:00:00,5000.0,3,2017-11-21 00:00:00,2017-11-20 00:00:00,1,0
26410824,bc6b1876-6d1d-466e-9a0d-63bc0229421b,2017-09-19 00:00:00,15000.0,3,2017-12-21 00:00:00,2017-12-20 00:00:00,1,0
26747875,bf4e81d4-51de-478c-8482-6e6e8f5ce2ad,2017-09-23 00:00:00,8000.0,6,2018-03-24 00:00:00,2018-03-21 00:00:00,4,3
21686976,c1ce7da3-11e7-4039-a50b-68387a6fc9d7,2017-07-27 00:00:00,3000.0,6,2018-01-28 00:00:00,2018-01-28 00:00:00,5,4
30747040,cadcba6d-b300-11e5-9987-6c92bf21cf9b,2017-11-09 00:00:00,31000.0,4,2018-03-11 00:00:00,2018-02-10 00:00:00,0,0
27829328,cadcba6d-b300-11e5-9987-6c92bf21cf9b,2017-10-09 00:00:00,30000.0,1,2017-11-10 00:00:00,2017-11-09 00:00:00,0,0
19476248,cadcba6d-b300-11e5-9987-6c92bf21cf9b,2017-07-01 00:00:00,35000.0,1,2017-08-02 00:00:00,2017-08-02 00:00:00,0,0
22570777,cadcba6d-b300-11e5-9987-6c92bf21cf9b,2017-08-08 00:00:00,35000.0,2,2017-10-09 00:00:00,2017-10-08 00:00:00,0,0
19286231,cb18309d-b300-11e5-9987-6c92bf21cf9b,2017-06-29 00:00:00,10000.0,6,2017-12-30 00:00:00,2018-01-02 00:00:00,5,4
25033188,cb701b37-b300-11e5-9987-6c92bf21cf9b,2017-09-04 00:00:00,8000.0,6,2018-03-05 00:00:00,2018-03-05 00:00:00,2,1
26288310,cb7f6551-b300-11e5-9987-6c92bf21cf9b,2017-09-18 00:00:00,4000.0,6,2018-03-19 00:00:00,2018-03-16 00:00:00,0,0
20514531,cbcfb20d-5a20-11e6-9007-ecf4bbdeffbc,2017-07-12 00:00:00,31000.0,8,2018-03-13 00:00:00,2018-02-25 00:00:00,0,0
19841840,cc34bb88-b300-11e5-9987-6c92bf21cf9b,2017-07-06 00:00:00,35000.0,12,2018-07-07 00:00:00,2017-11-30 00:00:00,0,0
27297691,cc3d8150-b300-11e5-9987-6c92bf21cf9b,2017-09-30 00:00:00,5000.0,3,2018-01-01 00:00:00,2017-10-31 00:00:00,0,0
29887745,cc3d8150-b300-11e5-9987-6c92bf21cf9b,2017-10-31 00:00:00,5000.0,4,2018-03-01 00:00:00,2018-01-09 00:00:00,0,0
39458065,cc3d8150-b300-11e5-9987-6c92bf21cf9b,2018-01-09 00:00:00,8000.0,4,2018-05-10 00:00:00,2018-03-13 00:00:00,0,0
23734244,cecf0eab-693f-4463-bbc3-1f2dfd93e2bb,2017-08-20 00:00:00,3000.0,6,2018-02-21 00:00:00,2018-01-21 00:00:00,2,2
36501772,cffa45e1-be3c-4d70-989b-38c8cc0ba4cf,2017-12-27 00:00:00,17000.0,3,2018-03-28 00:00:00,2018-03-27 00:00:00,0,0
26901916,d46df9bf-ba9d-11e5-9987-6c92bf21cf9b,2017-09-25 00:00:00,8000.0,6,2018-03-27 00:00:00,2018-03-25 00:00:00,0,0
